date,Frontliners,isPartial
2020-04-24,83,False
2020-04-25,84,False
2020-04-26,69,False
2020-04-27,81,False
2020-04-28,77,False
2020-04-29,100,False
2020-04-30,77,False
2020-05-01,75,False
2020-05-02,76,False
2020-05-03,44,False
2020-05-04,55,False
2020-05-05,65,False
2020-05-06,40,False
2020-05-07,59,False
2020-05-08,60,False
2020-05-09,47,False
2020-05-10,35,False
2020-05-11,48,False
2020-05-12,46,False
2020-05-13,48,False
2020-05-14,43,False
2020-05-15,38,False
2020-05-16,39,False
2020-05-17,38,False
2020-05-18,33,False
2020-05-19,33,False
2020-05-20,42,False
2020-05-21,49,False
2020-05-22,27,False
2020-05-23,31,False
2020-05-24,33,False
