date,Frontliners,isPartial
2020-05-04,85,False
2020-05-05,100,False
2020-05-06,62,False
2020-05-07,91,False
2020-05-08,92,False
2020-05-09,73,False
2020-05-10,55,False
2020-05-11,74,False
2020-05-12,71,False
2020-05-13,74,False
2020-05-14,66,False
2020-05-15,59,False
2020-05-16,61,False
2020-05-17,59,False
2020-05-18,50,False
2020-05-19,51,False
2020-05-20,65,False
2020-05-21,75,False
2020-05-22,42,False
2020-05-23,48,False
2020-05-24,51,False
2020-05-25,50,False
2020-05-26,57,False
2020-05-27,47,False
2020-05-28,56,False
2020-05-29,31,False
2020-05-30,29,False
2020-05-31,53,False
2020-06-01,33,False
2020-06-02,27,False
2020-06-03,37,False
