date,Frontliners,isPartial
2020-09-03,88,False
2020-09-04,57,False
2020-09-05,0,False
2020-09-06,60,False
2020-09-07,44,False
2020-09-08,60,False
2020-09-09,66,False
2020-09-10,52,False
2020-09-11,100,False
2020-09-12,38,False
2020-09-13,41,False
2020-09-14,49,False
2020-09-15,49,False
2020-09-16,58,False
2020-09-17,73,False
2020-09-18,44,False
2020-09-19,69,False
2020-09-20,50,False
2020-09-21,70,False
2020-09-22,74,False
2020-09-23,53,False
2020-09-24,59,False
2020-09-25,51,False
2020-09-26,39,False
2020-09-27,0,False
2020-09-28,56,False
2020-09-29,88,False
2020-09-30,70,False
2020-10-01,54,False
2020-10-02,72,False
2020-10-03,67,False
