date,Frontliners,isPartial
2020-04-22,81,False
2020-04-23,98,False
2020-04-24,90,False
2020-04-25,77,False
2020-04-26,69,False
2020-04-27,80,False
2020-04-28,84,False
2020-04-29,100,False
2020-04-30,80,False
2020-05-01,76,False
2020-05-02,69,False
2020-05-03,44,False
2020-05-04,60,False
2020-05-05,66,False
2020-05-06,40,False
2020-05-07,55,False
2020-05-08,57,False
2020-05-09,56,False
2020-05-10,35,False
2020-05-11,47,False
2020-05-12,41,False
2020-05-13,49,False
2020-05-14,47,False
2020-05-15,24,False
2020-05-16,39,False
2020-05-17,38,False
2020-05-18,36,False
2020-05-19,32,False
2020-05-20,33,False
2020-05-21,40,False
2020-05-22,29,False
