date,Frontliners,isPartial
2020-07-13,0,False
2020-07-14,0,False
2020-07-15,0,False
2020-07-16,0,False
2020-07-17,0,False
2020-07-18,0,False
2020-07-19,0,False
2020-07-20,0,False
2020-07-21,0,False
2020-07-22,0,False
2020-07-23,0,False
2020-07-24,0,False
2020-07-25,0,False
2020-07-26,0,False
2020-07-27,0,False
2020-07-28,0,False
2020-07-29,20,False
2020-07-30,22,False
2020-07-31,27,False
2020-08-01,54,False
2020-08-02,91,False
2020-08-03,100,False
2020-08-04,61,False
2020-08-05,46,False
2020-08-06,33,False
2020-08-07,38,False
2020-08-08,0,False
2020-08-09,27,False
2020-08-10,30,False
2020-08-11,40,False
2020-08-12,32,False
