date,headache
2021-02-20,83
2021-02-21,84
2021-02-22,72
2021-02-23,54
2021-02-24,67
2021-02-25,68
2021-02-26,88
2021-02-27,77
2021-02-28,88
2021-03-01,87
2021-03-02,69
2021-03-03,66
2021-03-04,71
2021-03-05,54
2021-03-06,83
2021-03-07,60
2021-03-08,83
2021-03-09,68
2021-03-10,64
2021-03-11,84
2021-03-12,66
2021-03-13,77
2021-03-14,72
2021-03-15,67
2021-03-16,80
2021-03-17,78
2021-03-18,86
2021-03-19,83
2021-03-20,100
