,flu,cough,fever,headache,lagnat,rashes,sipon,ubo,ecq,face shield,Frontliners,masks,Quarantine,social distancing,work from home
flu,0.9999999999999957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cough,0.41172093935207504,0.9999999999999968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fever,0.44152326812047826,0.2889454544815484,0.99999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
headache,0.4108612438151268,0.5807451580464024,0.3925112371336141,0.9999999999999987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lagnat,0.40825923351667665,0.32796761539799,0.44762450908957474,0.3519427866689451,0.9999999999999991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rashes,0.38706631612028003,0.4952645845706148,0.5612885943278274,0.5300630102244732,0.3359257205200413,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sipon,0.5194621884112544,0.3682352199034396,0.5244864713216836,0.3359587305334067,0.28951595407318137,0.5777541559981582,0.9999999999999986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ubo,0.39472149491142944,0.5697206707120628,0.45503198092645786,0.3774117280931058,0.21063809121130733,0.4744525089736649,0.5198086539489856,0.9999999999999984,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ecq,0.30512260786775464,0.2869750639110617,0.4113279328606546,0.4902079678179002,0.20996454102577822,0.40406185748956075,0.28032454673364754,0.35681796704239427,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0
face shield,0.5020883650110189,0.47049810006651993,0.40120065420026163,0.3680849425865181,0.23149371927940718,0.5901359001240462,0.4451395881361869,0.4844539093258535,0.46925177231871146,1.0000000000000004,0.0,0.0,0.0,0.0,0.0
Frontliners,0.40026500621142574,0.4926013004094806,0.4234947584206881,0.3995832459635512,0.3204134938142206,0.4881191804742735,0.4167475183274503,0.37596487632589365,0.3776644393329586,0.45674642630184775,0.9999999999999996,0.0,0.0,0.0,0.0
masks,0.35944718674061343,0.47104193161762736,0.4123686423899364,0.4407566817191892,0.239725368615129,0.2861304180311644,0.4527852589016457,0.4540749865291278,0.4256182056222586,0.2523765346173154,0.3833989570825987,1.0000000000000004,0.0,0.0,0.0
Quarantine,0.40240221525730113,0.576928649592674,0.45113230607203364,0.35798713306290236,0.33337506108302606,0.4643225279324985,0.43556852366325893,0.45667687755714664,0.44395199472691693,0.5020447468165297,0.3651880196547034,0.39984610130821446,0.999999999999997,0.0,0.0
social distancing,0.3287616373492933,0.3334715159245668,0.5283651296655204,0.4964942358882743,0.2518813928836424,0.49389465030078367,0.17749364943508664,0.3807650665199072,0.2982853578982626,0.30591313911970924,0.34962162833648186,0.34269593405637877,0.338444807648516,1.0,0.0
work from home,0.32119069265873496,0.5813186187419535,0.49033151790428536,0.6908820157779353,0.22166302548722408,0.48907556126186197,0.31024360307677656,0.5615703292322477,0.2998909100203089,0.36804831055353016,0.48312342490021,0.47869651478130354,0.3288979939039317,0.4799747729052246,0.9999999999999987
