,flu,cough,fever,headache,lagnat,rashes,sipon,ubo,ecq,face shield,Frontliners,masks,Quarantine,social distancing,work from home
flu,0.9999999999999947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cough,0.4320979887853008,1.0000000000000038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fever,0.3857895756729389,0.47955537473875176,0.999999999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
headache,0.5151650551054217,0.5212186528369728,0.3083622654402492,1.000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lagnat,0.2068537101558355,0.2274237930686647,0.4960974150277917,0.3925914529622803,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rashes,0.39780973182931195,0.432816995693592,0.4037302721992021,0.4665870420821343,0.3811348713036605,0.9999999999999918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sipon,0.3960041582314753,0.4900372868432941,0.6367722736272007,0.5189146507015459,0.29949698765181804,0.4110303570350673,0.999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ubo,0.31798846162694816,0.5122671693327306,0.46517224265033313,0.35522685656848935,0.2905317717934867,0.3796824141760359,0.5203838200272576,1.0000000000000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ecq,0.5572803106149592,0.3624246826098492,0.35248041828512794,0.474322192766502,0.2944053754630039,0.6006994870815939,0.30341772116730814,0.27609087346494865,1.0,0.0,0.0,0.0,0.0,0.0,0.0
face shield,0.3953282085483006,0.34647379055112687,0.3411052379054007,0.5903860667866826,0.19469102977828828,0.44354343675576813,0.494587301221752,0.523182444222097,0.31032194466428603,1.0000000000000029,0.0,0.0,0.0,0.0,0.0
Frontliners,0.4044558991427137,0.5696091691222934,0.5443890744548558,0.27829613574612316,0.38999800530162293,0.3152254173007836,0.3324231740553486,0.4293541915081947,0.2971968881222475,0.24833684633262615,1.0000000000000004,0.0,0.0,0.0,0.0
masks,0.3627418335559467,0.5082518949423911,0.37034251208952734,0.5372443315442579,0.31625797771505154,0.4211758273398679,0.4298956010743156,0.36301188341215224,0.3757552992779338,0.4996962848349139,0.410391657058247,1.0000000000000002,0.0,0.0,0.0
Quarantine,0.29710023843063754,0.4849478761619857,0.47759602778268057,0.5262531193224227,0.19707110722868504,0.7712670992337529,0.3989240961805463,0.39281864443806797,0.7606386578320395,0.3199126920317447,0.3682320518968824,0.5310795318328341,0.9999999999999996,0.0,0.0
social distancing,0.2463573814474366,0.298445212986111,0.2583439904192251,0.3862378058344239,0.1482316825853445,0.6172144730977246,0.21845102391871138,0.2490838843317294,0.28399103894744976,0.5055577442196445,0.2943569544059198,0.24768690076098493,0.45011884862559337,0.9999999999999996,0.0
work from home,0.3488449703647324,0.3584424550221713,0.3540288306100995,0.46035845045119,0.2930908447595469,0.5744272141939059,0.5540632621009328,0.5767978298831231,0.32166814571653957,0.4993014355947336,0.46071506578873134,0.41140260024144454,0.339799581311933,0.28385619536944584,0.9999999999999992
