,flu,cough,fever,headache,lagnat,rashes,sipon,ubo,ecq,face shield,Frontliners,masks,Quarantine,social distancing,work from home
flu,0.9999999999999822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cough,0.2879984955919386,1.0000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fever,0.31508049862932525,0.4530497576478247,1.000000000000011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
headache,0.3362925384228835,0.3454465821775079,0.43172342877691117,0.9999999999999981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lagnat,0.5611072871378808,0.2595366940783427,0.23918987282135362,0.3773557477831249,0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rashes,0.28260408303408485,0.3242251482243632,0.3868471121401918,0.4876980791867779,0.47541371733655047,1.0000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sipon,0.4355367295195901,0.47124499973834916,0.27138389958515174,0.44915869485253357,0.4183083647519821,0.330767544233075,1.0000000000000022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ubo,0.4164024711183283,0.4323863261308964,0.284656956890777,0.3489811558534505,0.4175777086797124,0.3473444220382755,0.5384818729796301,1.0000000000000027,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ecq,0.46318794574355354,0.38577790623642894,0.5234820630183946,0.49070923253967696,0.39070158683483297,0.49398963372343396,0.3634052045610415,0.40611813700887534,1.0000000000000004,0.0,0.0,0.0,0.0,0.0,0.0
face shield,0.35434924586123306,0.3836035941581398,0.39356133636145363,0.6025579629183672,0.2760736704316268,0.3986563523067847,0.3704262492000747,0.34878564767202797,0.6637696051949201,0.9999999999999996,0.0,0.0,0.0,0.0,0.0
Frontliners,0.2510589663726318,0.23590166152683606,0.3609562268030075,0.48094267770216764,0.24536746304836238,0.3674136972151103,0.3076871362619669,0.39729728170134637,0.7634232308661608,0.7166312571913188,0.9999999999999994,0.0,0.0,0.0,0.0
masks,0.31988316234535275,0.4142207054188967,0.5163771117149326,0.48516393559082777,0.4231635414924439,0.4349323308920226,0.4501430458298317,0.2962023306459971,0.6244604032539459,0.4715518197065593,0.6877921711297357,0.9999999999999989,0.0,0.0,0.0
Quarantine,0.3774097770420055,0.4766585218345566,0.4476510758159677,0.6889630525911734,0.3052508783090876,0.41129405222605786,0.42128002613272514,0.48806351472002457,0.697690521885664,0.646858447201796,0.6046643990977004,0.5013477351232458,1.0,0.0,0.0
social distancing,0.49550795591279995,0.23966261369253017,0.38384456944569023,0.36980962187485905,0.31542479005670654,0.25073043551456536,0.3388809827927142,0.1929378564866133,0.4606839231734996,0.5281140625931524,0.46300459993808907,0.4181916033917787,0.45960181839042713,0.9999999999999996,0.0
work from home,0.35119583194443227,0.4207138399848681,0.39773865621841575,0.444777199075099,0.31731726785495684,0.4795003486719411,0.3808233807553453,0.40649106266643964,0.4508347981619676,0.6102965165024931,0.30922862567055465,0.4123857711151607,0.48760086026541977,0.3840240106903182,1.0000000000000113
