,flu,cough,fever,headache,lagnat,rashes,sipon,ubo,ecq,face shield,Frontliners,masks,Quarantine,social distancing,work from home
flu,1.0000000000000058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cough,0.36148051938008946,1.0000000000000113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fever,0.5761945425336427,0.49702259839152113,0.9999999999999908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
headache,0.4432503045679298,0.35432115351390825,0.39008212214187776,0.9999999999999991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lagnat,0.6406578959302998,0.4228794200319709,0.3179675735647418,0.4180333965403255,0.9999999999999991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rashes,0.4315748985295438,0.5519903206188083,0.5156600263869803,0.41573653375227604,0.32595256409437184,1.0000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sipon,0.4088393621970334,0.4853124776106918,0.5544958173791952,0.3192110808362494,0.27490698938259567,0.6068992895112666,1.0000000000000016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ubo,0.40632031138585584,0.5033857317470599,0.3961698520089611,0.41085586104006805,0.5740860058919153,0.5221934518335265,0.4229472357323042,0.9999999999999991,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ecq,0.41803918394246253,0.4039768850371788,0.25165782369517165,0.29233504892790785,0.27009357941911494,0.3878687986939261,0.4212159820011068,0.4926274969957212,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0
face shield,0.38130516770966594,0.6389223626588055,0.5088708217035824,0.41322517191620267,0.4112983951274711,0.5626925631248338,0.5661157043520744,0.4978558983909045,0.48437339947228664,1.0,0.0,0.0,0.0,0.0,0.0
Frontliners,0.51796775283758,0.47358980937659334,0.4494646308197629,0.48408318048062154,0.5399015612279433,0.5593398042142206,0.45566184572309604,0.6375505811426285,0.5420026558394475,0.5560897497659137,1.0000000000000002,0.0,0.0,0.0,0.0
masks,0.5780449796995815,0.40788368946766973,0.2689376067065253,0.4370449453651354,0.3426681863907613,0.39809310103738793,0.31720552556305204,0.3354255209756207,0.47856834081655386,0.34817917645302077,0.2649799878982255,0.9999999999999998,0.0,0.0,0.0
Quarantine,0.2958278008518589,0.5056226441919592,0.4360387467059245,0.4620442110916451,0.21573194606252505,0.5657218553520964,0.4413725266624067,0.36527646279434595,0.517987833010238,0.43075896959521776,0.3711380226503878,0.28376755360727285,0.9999999999999981,0.0,0.0
social distancing,0.4567182393597145,0.39984240591977893,0.5715502259327013,0.42427393117786316,0.3063248469074583,0.3794091176231362,0.4449617756009609,0.5006010958805459,0.5188397039261589,0.3353562404761476,0.4592835162010556,0.30469287842997017,0.3115614030212253,1.0000000000000002,0.0
work from home,0.3642450311705737,0.34084828074894397,0.4369495864248031,0.5735532097264263,0.30918013054715143,0.35923020463158606,0.31309500822321135,0.39201122085618095,0.25544846320942843,0.44667820359372207,0.518562618949967,0.2557971473498586,0.2816096401395912,0.2538502286162688,1.0
