date,masks,isPartial
2020-08-19,66,False
2020-08-20,77,False
2020-08-21,0,False
2020-08-22,77,False
2020-08-23,73,False
2020-08-24,65,False
2020-08-25,66,False
2020-08-26,64,False
2020-08-27,79,False
2020-08-28,95,False
2020-08-29,100,False
2020-08-30,0,False
2020-08-31,83,False
2020-09-01,92,False
2020-09-02,71,False
2020-09-03,74,False
2020-09-04,90,False
2020-09-05,69,False
2020-09-06,54,False
2020-09-07,52,False
2020-09-08,77,False
2020-09-09,91,False
2020-09-10,69,False
2020-09-11,53,False
2020-09-12,92,False
2020-09-13,70,False
2020-09-14,83,False
2020-09-15,81,False
2020-09-16,55,False
2020-09-17,68,False
2020-09-18,84,False
