date,masks,isPartial
2020-07-18,95,False
2020-07-19,72,False
2020-07-20,91,False
2020-07-21,91,False
2020-07-22,76,False
2020-07-23,73,False
2020-07-24,100,False
2020-07-25,93,False
2020-07-26,80,False
2020-07-27,97,False
2020-07-28,59,False
2020-07-29,67,False
2020-07-30,55,False
2020-07-31,65,False
2020-08-01,55,False
2020-08-02,54,False
2020-08-03,46,False
2020-08-04,45,False
2020-08-05,57,False
2020-08-06,65,False
2020-08-07,71,False
2020-08-08,77,False
2020-08-09,70,False
2020-08-10,89,False
2020-08-11,54,False
2020-08-12,82,False
2020-08-13,68,False
2020-08-14,94,False
2020-08-15,68,False
2020-08-16,68,False
2020-08-17,43,False
