date,masks,isPartial
2020-11-16,96,False
2020-11-17,60,False
2020-11-18,0,False
2020-11-19,52,False
2020-11-20,0,False
2020-11-21,0,False
2020-11-22,0,False
2020-11-23,77,False
2020-11-24,0,False
2020-11-25,81,False
2020-11-26,85,False
2020-11-27,75,False
2020-11-28,0,False
2020-11-29,77,False
2020-11-30,67,False
2020-12-01,60,False
2020-12-02,70,False
2020-12-03,72,False
2020-12-04,57,False
2020-12-05,84,False
2020-12-06,63,False
2020-12-07,80,False
2020-12-08,0,False
2020-12-09,100,False
2020-12-10,60,False
2020-12-11,65,False
2020-12-12,66,False
2020-12-13,71,False
2020-12-14,0,False
2020-12-15,79,False
2020-12-16,67,False
