date,masks,isPartial
2020-12-30,0,False
2020-12-31,0,False
2021-01-01,82,False
2021-01-02,58,False
2021-01-03,67,False
2021-01-04,81,False
2021-01-05,82,False
2021-01-06,52,False
2021-01-07,54,False
2021-01-08,52,False
2021-01-09,55,False
2021-01-10,0,False
2021-01-11,47,False
2021-01-12,46,False
2021-01-13,55,False
2021-01-14,0,False
2021-01-15,100,False
2021-01-16,87,False
2021-01-17,75,False
2021-01-18,51,False
2021-01-19,76,False
2021-01-20,45,False
2021-01-21,60,False
2021-01-22,84,False
2021-01-23,60,False
2021-01-24,75,False
2021-01-25,84,False
2021-01-26,87,False
2021-01-27,69,False
2021-01-28,85,False
2021-01-29,45,False
