date,masks,isPartial
2020-05-20,65,False
2020-05-21,89,False
2020-05-22,48,False
2020-05-23,70,False
2020-05-24,75,False
2020-05-25,100,False
2020-05-26,99,False
2020-05-27,77,False
2020-05-28,72,False
2020-05-29,61,False
2020-05-30,50,False
2020-05-31,62,False
2020-06-01,57,False
2020-06-02,72,False
2020-06-03,57,False
2020-06-04,71,False
2020-06-05,55,False
2020-06-06,68,False
2020-06-07,68,False
2020-06-08,54,False
2020-06-09,61,False
2020-06-10,61,False
2020-06-11,59,False
2020-06-12,62,False
2020-06-13,63,False
2020-06-14,61,False
2020-06-15,68,False
2020-06-16,79,False
2020-06-17,56,False
2020-06-18,47,False
2020-06-19,47,False
