date,masks,isPartial
2020-11-22,0,False
2020-11-23,63,False
2020-11-24,0,False
2020-11-25,66,False
2020-11-26,70,False
2020-11-27,62,False
2020-11-28,0,False
2020-11-29,63,False
2020-11-30,55,False
2020-12-01,49,False
2020-12-02,57,False
2020-12-03,59,False
2020-12-04,47,False
2020-12-05,69,False
2020-12-06,52,False
2020-12-07,65,False
2020-12-08,0,False
2020-12-09,82,False
2020-12-10,49,False
2020-12-11,53,False
2020-12-12,54,False
2020-12-13,58,False
2020-12-14,0,False
2020-12-15,65,False
2020-12-16,55,False
2020-12-17,77,False
2020-12-18,47,False
2020-12-19,74,False
2020-12-20,100,False
2020-12-21,56,False
2020-12-22,0,False
