date,masks,isPartial
2020-06-07,87,False
2020-06-08,40,False
2020-06-09,65,False
2020-06-10,65,False
2020-06-11,84,False
2020-06-12,83,False
2020-06-13,78,False
2020-06-14,67,False
2020-06-15,81,False
2020-06-16,98,False
2020-06-17,74,False
2020-06-18,51,False
2020-06-19,58,False
2020-06-20,85,False
2020-06-21,62,False
2020-06-22,57,False
2020-06-23,35,False
2020-06-24,53,False
2020-06-25,61,False
2020-06-26,33,False
2020-06-27,0,False
2020-06-28,48,False
2020-06-29,54,False
2020-06-30,67,False
2020-07-01,51,False
2020-07-02,59,False
2020-07-03,100,False
2020-07-04,49,False
2020-07-05,65,False
2020-07-06,75,False
2020-07-07,67,False
