date,masks,isPartial
2020-03-23,66,False
2020-03-24,67,False
2020-03-25,71,False
2020-03-26,43,False
2020-03-27,48,False
2020-03-28,66,False
2020-03-29,56,False
2020-03-30,44,False
2020-03-31,72,False
2020-04-01,51,False
2020-04-02,92,False
2020-04-03,97,False
2020-04-04,88,False
2020-04-05,91,False
2020-04-06,93,False
2020-04-07,64,False
2020-04-08,68,False
2020-04-09,64,False
2020-04-10,73,False
2020-04-11,70,False
2020-04-12,63,False
2020-04-13,71,False
2020-04-14,69,False
2020-04-15,100,False
2020-04-16,62,False
2020-04-17,92,False
2020-04-18,56,False
2020-04-19,49,False
2020-04-20,68,False
2020-04-21,66,False
2020-04-22,82,False
