date,masks,isPartial
2021-02-11,97,False
2021-02-12,96,False
2021-02-13,71,False
2021-02-14,0,False
2021-02-15,94,False
2021-02-16,69,False
2021-02-17,57,False
2021-02-18,100,False
2021-02-19,63,False
2021-02-20,0,False
2021-02-21,0,False
2021-02-22,75,False
2021-02-23,61,False
2021-02-24,53,False
2021-02-25,86,False
2021-02-26,0,False
2021-02-27,75,False
2021-02-28,67,False
2021-03-01,92,False
2021-03-02,80,False
2021-03-03,0,False
2021-03-04,80,False
2021-03-05,59,False
2021-03-06,0,False
2021-03-07,76,False
2021-03-08,0,False
2021-03-09,65,False
2021-03-10,87,False
2021-03-11,77,False
2021-03-12,66,False
2021-03-13,86,False
