date,masks,isPartial
2020-07-26,83,False
2020-07-27,100,False
2020-07-28,61,False
2020-07-29,69,False
2020-07-30,57,False
2020-07-31,67,False
2020-08-01,57,False
2020-08-02,55,False
2020-08-03,47,False
2020-08-04,46,False
2020-08-05,59,False
2020-08-06,67,False
2020-08-07,74,False
2020-08-08,80,False
2020-08-09,73,False
2020-08-10,92,False
2020-08-11,55,False
2020-08-12,85,False
2020-08-13,70,False
2020-08-14,97,False
2020-08-15,70,False
2020-08-16,71,False
2020-08-17,45,False
2020-08-18,75,False
2020-08-19,42,False
2020-08-20,49,False
2020-08-21,0,False
2020-08-22,49,False
2020-08-23,47,False
2020-08-24,42,False
2020-08-25,42,False
