date,masks,isPartial
2020-08-02,66,False
2020-08-03,49,False
2020-08-04,56,False
2020-08-05,57,False
2020-08-06,92,False
2020-08-07,79,False
2020-08-08,100,False
2020-08-09,77,False
2020-08-10,99,False
2020-08-11,68,False
2020-08-12,83,False
2020-08-13,74,False
2020-08-14,90,False
2020-08-15,59,False
2020-08-16,73,False
2020-08-17,45,False
2020-08-18,74,False
2020-08-19,35,False
2020-08-20,40,False
2020-08-21,41,False
2020-08-22,56,False
2020-08-23,67,False
2020-08-24,46,False
2020-08-25,44,False
2020-08-26,70,False
2020-08-27,65,False
2020-08-28,58,False
2020-08-29,65,False
2020-08-30,0,False
2020-08-31,64,False
2020-09-01,61,False
