date,masks,isPartial
2020-08-15,94,False
2020-08-16,95,False
2020-08-17,60,False
2020-08-18,100,False
2020-08-19,57,False
2020-08-20,66,False
2020-08-21,0,False
2020-08-22,66,False
2020-08-23,63,False
2020-08-24,56,False
2020-08-25,57,False
2020-08-26,55,False
2020-08-27,68,False
2020-08-28,82,False
2020-08-29,86,False
2020-08-30,0,False
2020-08-31,71,False
2020-09-01,79,False
2020-09-02,61,False
2020-09-03,63,False
2020-09-04,77,False
2020-09-05,60,False
2020-09-06,47,False
2020-09-07,45,False
2020-09-08,66,False
2020-09-09,79,False
2020-09-10,60,False
2020-09-11,45,False
2020-09-12,79,False
2020-09-13,61,False
2020-09-14,71,False
