date,masks,isPartial
2020-04-25,51,False
2020-04-26,0,False
2020-04-27,61,False
2020-04-28,59,False
2020-04-29,67,False
2020-04-30,48,False
2020-05-01,44,False
2020-05-02,43,False
2020-05-03,64,False
2020-05-04,38,False
2020-05-05,73,False
2020-05-06,65,False
2020-05-07,35,False
2020-05-08,47,False
2020-05-09,40,False
2020-05-10,32,False
2020-05-11,54,False
2020-05-12,60,False
2020-05-13,60,False
2020-05-14,70,False
2020-05-15,53,False
2020-05-16,41,False
2020-05-17,68,False
2020-05-18,82,False
2020-05-19,72,False
2020-05-20,61,False
2020-05-21,76,False
2020-05-22,53,False
2020-05-23,60,False
2020-05-24,70,False
2020-05-25,100,False
