date,masks,isPartial
2020-07-29,77,False
2020-07-30,60,False
2020-07-31,71,False
2020-08-01,52,False
2020-08-02,55,False
2020-08-03,61,False
2020-08-04,56,False
2020-08-05,59,False
2020-08-06,64,False
2020-08-07,74,False
2020-08-08,95,False
2020-08-09,82,False
2020-08-10,100,False
2020-08-11,60,False
2020-08-12,87,False
2020-08-13,61,False
2020-08-14,83,False
2020-08-15,45,False
2020-08-16,73,False
2020-08-17,41,False
2020-08-18,58,False
2020-08-19,41,False
2020-08-20,36,False
2020-08-21,48,False
2020-08-22,60,False
2020-08-23,60,False
2020-08-24,0,False
2020-08-25,62,False
2020-08-26,62,False
2020-08-27,67,False
2020-08-28,65,False
