date,masks,isPartial
2020-12-09,53,False
2020-12-10,48,False
2020-12-11,42,False
2020-12-12,54,False
2020-12-13,0,False
2020-12-14,45,False
2020-12-15,56,False
2020-12-16,69,False
2020-12-17,64,False
2020-12-18,44,False
2020-12-19,67,False
2020-12-20,100,False
2020-12-21,57,False
2020-12-22,0,False
2020-12-23,52,False
2020-12-24,53,False
2020-12-25,0,False
2020-12-26,0,False
2020-12-27,73,False
2020-12-28,0,False
2020-12-29,46,False
2020-12-30,0,False
2020-12-31,66,False
2021-01-01,56,False
2021-01-02,59,False
2021-01-03,69,False
2021-01-04,54,False
2021-01-05,67,False
2021-01-06,46,False
2021-01-07,56,False
2021-01-08,52,False
