date,masks,isPartial
2020-07-30,58,False
2020-07-31,69,False
2020-08-01,59,False
2020-08-02,57,False
2020-08-03,49,False
2020-08-04,48,False
2020-08-05,60,False
2020-08-06,69,False
2020-08-07,76,False
2020-08-08,82,False
2020-08-09,75,False
2020-08-10,95,False
2020-08-11,57,False
2020-08-12,88,False
2020-08-13,72,False
2020-08-14,100,False
2020-08-15,72,False
2020-08-16,73,False
2020-08-17,46,False
2020-08-18,77,False
2020-08-19,44,False
2020-08-20,51,False
2020-08-21,0,False
2020-08-22,51,False
2020-08-23,48,False
2020-08-24,43,False
2020-08-25,44,False
2020-08-26,42,False
2020-08-27,52,False
2020-08-28,63,False
2020-08-29,66,False
