date,masks,isPartial
2021-02-12,100,False
2021-02-13,63,False
2021-02-14,0,False
2021-02-15,97,False
2021-02-16,63,False
2021-02-17,0,False
2021-02-18,95,False
2021-02-19,65,False
2021-02-20,0,False
2021-02-21,0,False
2021-02-22,57,False
2021-02-23,52,False
2021-02-24,0,False
2021-02-25,95,False
2021-02-26,0,False
2021-02-27,0,False
2021-02-28,87,False
2021-03-01,85,False
2021-03-02,69,False
2021-03-03,73,False
2021-03-04,57,False
2021-03-05,73,False
2021-03-06,0,False
2021-03-07,74,False
2021-03-08,0,False
2021-03-09,92,False
2021-03-10,65,False
2021-03-11,70,False
2021-03-12,82,False
2021-03-13,66,False
2021-03-14,0,False
