date,masks,isPartial
2021-01-03,66,False
2021-01-04,80,False
2021-01-05,82,False
2021-01-06,52,False
2021-01-07,54,False
2021-01-08,51,False
2021-01-09,55,False
2021-01-10,0,False
2021-01-11,47,False
2021-01-12,46,False
2021-01-13,55,False
2021-01-14,0,False
2021-01-15,99,False
2021-01-16,86,False
2021-01-17,74,False
2021-01-18,51,False
2021-01-19,76,False
2021-01-20,44,False
2021-01-21,59,False
2021-01-22,84,False
2021-01-23,59,False
2021-01-24,74,False
2021-01-25,83,False
2021-01-26,86,False
2021-01-27,68,False
2021-01-28,85,False
2021-01-29,44,False
2021-01-30,84,False
2021-01-31,100,False
2021-02-01,69,False
2021-02-02,52,False
