date,masks,isPartial
2020-07-25,100,False
2020-07-26,97,False
2020-07-27,85,False
2020-07-28,61,False
2020-07-29,77,False
2020-07-30,56,False
2020-07-31,0,False
2020-08-01,52,False
2020-08-02,59,False
2020-08-03,43,False
2020-08-04,49,False
2020-08-05,51,False
2020-08-06,82,False
2020-08-07,70,False
2020-08-08,88,False
2020-08-09,68,False
2020-08-10,88,False
2020-08-11,60,False
2020-08-12,73,False
2020-08-13,65,False
2020-08-14,80,False
2020-08-15,52,False
2020-08-16,64,False
2020-08-17,40,False
2020-08-18,66,False
2020-08-19,31,False
2020-08-20,36,False
2020-08-21,36,False
2020-08-22,49,False
2020-08-23,59,False
2020-08-24,40,False
