date,masks,isPartial
2020-04-26,0,False
2020-04-27,57,False
2020-04-28,54,False
2020-04-29,62,False
2020-04-30,44,False
2020-05-01,40,False
2020-05-02,39,False
2020-05-03,59,False
2020-05-04,35,False
2020-05-05,67,False
2020-05-06,60,False
2020-05-07,32,False
2020-05-08,43,False
2020-05-09,36,False
2020-05-10,29,False
2020-05-11,50,False
2020-05-12,56,False
2020-05-13,55,False
2020-05-14,64,False
2020-05-15,49,False
2020-05-16,38,False
2020-05-17,62,False
2020-05-18,76,False
2020-05-19,66,False
2020-05-20,57,False
2020-05-21,70,False
2020-05-22,49,False
2020-05-23,56,False
2020-05-24,65,False
2020-05-25,92,False
2020-05-26,100,False
