date,masks,isPartial
2020-11-07,0,False
2020-11-08,72,False
2020-11-09,0,False
2020-11-10,100,False
2020-11-11,0,False
2020-11-12,0,False
2020-11-13,0,False
2020-11-14,0,False
2020-11-15,0,False
2020-11-16,98,False
2020-11-17,61,False
2020-11-18,0,False
2020-11-19,53,False
2020-11-20,0,False
2020-11-21,0,False
2020-11-22,0,False
2020-11-23,78,False
2020-11-24,0,False
2020-11-25,82,False
2020-11-26,87,False
2020-11-27,77,False
2020-11-28,0,False
2020-11-29,78,False
2020-11-30,68,False
2020-12-01,61,False
2020-12-02,71,False
2020-12-03,73,False
2020-12-04,58,False
2020-12-05,85,False
2020-12-06,64,False
2020-12-07,81,False
