date,flu,isPartial
2020-03-25,100,False
2020-03-26,85,False
2020-03-27,83,False
2020-03-28,87,False
2020-03-29,82,False
2020-03-30,67,False
2020-03-31,50,False
2020-04-01,56,False
2020-04-02,55,False
2020-04-03,42,False
2020-04-04,51,False
2020-04-05,66,False
2020-04-06,55,False
2020-04-07,49,False
2020-04-08,39,False
2020-04-09,37,False
2020-04-10,66,False
2020-04-11,54,False
2020-04-12,40,False
2020-04-13,47,False
2020-04-14,41,False
2020-04-15,42,False
2020-04-16,31,False
2020-04-17,32,False
2020-04-18,37,False
2020-04-19,42,False
2020-04-20,37,False
2020-04-21,39,False
2020-04-22,32,False
2020-04-23,35,False
2020-04-24,35,False
