date,flu,isPartial
2020-04-12,82,False
2020-04-13,100,False
2020-04-14,85,False
2020-04-15,88,False
2020-04-16,62,False
2020-04-17,73,False
2020-04-18,75,False
2020-04-19,86,False
2020-04-20,82,False
2020-04-21,71,False
2020-04-22,68,False
2020-04-23,66,False
2020-04-24,70,False
2020-04-25,74,False
2020-04-26,68,False
2020-04-27,54,False
2020-04-28,76,False
2020-04-29,82,False
2020-04-30,73,False
2020-05-01,81,False
2020-05-02,60,False
2020-05-03,62,False
2020-05-04,69,False
2020-05-05,41,False
2020-05-06,43,False
2020-05-07,46,False
2020-05-08,62,False
2020-05-09,31,False
2020-05-10,39,False
2020-05-11,59,False
2020-05-12,49,False
