date,flu,isPartial
2020-04-25,64,False
2020-04-26,59,False
2020-04-27,47,False
2020-04-28,66,False
2020-04-29,71,False
2020-04-30,63,False
2020-05-01,70,False
2020-05-02,52,False
2020-05-03,53,False
2020-05-04,59,False
2020-05-05,35,False
2020-05-06,37,False
2020-05-07,39,False
2020-05-08,54,False
2020-05-09,27,False
2020-05-10,34,False
2020-05-11,51,False
2020-05-12,42,False
2020-05-13,43,False
2020-05-14,46,False
2020-05-15,51,False
2020-05-16,92,False
2020-05-17,100,False
2020-05-18,93,False
2020-05-19,81,False
2020-05-20,69,False
2020-05-21,62,False
2020-05-22,63,False
2020-05-23,66,False
2020-05-24,54,False
2020-05-25,63,False
