date,flu,isPartial
2020-07-31,94,False
2020-08-01,100,False
2020-08-02,70,False
2020-08-03,74,False
2020-08-04,59,False
2020-08-05,76,False
2020-08-06,74,False
2020-08-07,78,False
2020-08-08,70,False
2020-08-09,60,False
2020-08-10,67,False
2020-08-11,51,False
2020-08-12,73,False
2020-08-13,64,False
2020-08-14,55,False
2020-08-15,59,False
2020-08-16,56,False
2020-08-17,52,False
2020-08-18,50,False
2020-08-19,47,False
2020-08-20,62,False
2020-08-21,46,False
2020-08-22,51,False
2020-08-23,48,False
2020-08-24,52,False
2020-08-25,40,False
2020-08-26,43,False
2020-08-27,39,False
2020-08-28,40,False
2020-08-29,46,False
2020-08-30,32,False
