date,flu,isPartial
2020-09-24,78,False
2020-09-25,88,False
2020-09-26,100,False
2020-09-27,73,False
2020-09-28,99,False
2020-09-29,80,False
2020-09-30,80,False
2020-10-01,82,False
2020-10-02,60,False
2020-10-03,94,False
2020-10-04,60,False
2020-10-05,67,False
2020-10-06,73,False
2020-10-07,90,False
2020-10-08,53,False
2020-10-09,84,False
2020-10-10,69,False
2020-10-11,60,False
2020-10-12,81,False
2020-10-13,59,False
2020-10-14,85,False
2020-10-15,83,False
2020-10-16,88,False
2020-10-17,48,False
2020-10-18,65,False
2020-10-19,73,False
2020-10-20,48,False
2020-10-21,92,False
2020-10-22,76,False
2020-10-23,70,False
2020-10-24,81,False
