date,flu,isPartial
2021-01-15,100,False
2021-01-16,68,False
2021-01-17,70,False
2021-01-18,83,False
2021-01-19,45,False
2021-01-20,89,False
2021-01-21,98,False
2021-01-22,63,False
2021-01-23,56,False
2021-01-24,80,False
2021-01-25,88,False
2021-01-26,72,False
2021-01-27,97,False
2021-01-28,52,False
2021-01-29,88,False
2021-01-30,80,False
2021-01-31,91,False
2021-02-01,75,False
2021-02-02,56,False
2021-02-03,50,False
2021-02-04,0,False
2021-02-05,44,False
2021-02-06,78,False
2021-02-07,80,False
2021-02-08,86,False
2021-02-09,72,False
2021-02-10,74,False
2021-02-11,59,False
2021-02-12,62,False
2021-02-13,58,False
2021-02-14,64,False
