date,flu,isPartial
2020-04-11,100,False
2020-04-12,67,False
2020-04-13,89,False
2020-04-14,69,False
2020-04-15,78,False
2020-04-16,56,False
2020-04-17,73,False
2020-04-18,67,False
2020-04-19,81,False
2020-04-20,69,False
2020-04-21,70,False
2020-04-22,64,False
2020-04-23,62,False
2020-04-24,69,False
2020-04-25,66,False
2020-04-26,59,False
2020-04-27,47,False
2020-04-28,75,False
2020-04-29,74,False
2020-04-30,74,False
2020-05-01,69,False
2020-05-02,56,False
2020-05-03,51,False
2020-05-04,58,False
2020-05-05,43,False
2020-05-06,38,False
2020-05-07,41,False
2020-05-08,57,False
2020-05-09,32,False
2020-05-10,35,False
2020-05-11,41,False
