date,flu,isPartial
2020-03-27,95,False
2020-03-28,100,False
2020-03-29,95,False
2020-03-30,77,False
2020-03-31,58,False
2020-04-01,64,False
2020-04-02,63,False
2020-04-03,49,False
2020-04-04,59,False
2020-04-05,76,False
2020-04-06,64,False
2020-04-07,57,False
2020-04-08,45,False
2020-04-09,43,False
2020-04-10,76,False
2020-04-11,62,False
2020-04-12,46,False
2020-04-13,54,False
2020-04-14,47,False
2020-04-15,48,False
2020-04-16,35,False
2020-04-17,37,False
2020-04-18,43,False
2020-04-19,49,False
2020-04-20,43,False
2020-04-21,45,False
2020-04-22,37,False
2020-04-23,41,False
2020-04-24,40,False
2020-04-25,39,False
2020-04-26,37,False
