date,flu,isPartial
2020-08-13,100,False
2020-08-14,85,False
2020-08-15,93,False
2020-08-16,88,False
2020-08-17,81,False
2020-08-18,78,False
2020-08-19,74,False
2020-08-20,97,False
2020-08-21,72,False
2020-08-22,79,False
2020-08-23,75,False
2020-08-24,81,False
2020-08-25,62,False
2020-08-26,67,False
2020-08-27,61,False
2020-08-28,63,False
2020-08-29,71,False
2020-08-30,49,False
2020-08-31,70,False
2020-09-01,57,False
2020-09-02,43,False
2020-09-03,71,False
2020-09-04,57,False
2020-09-05,72,False
2020-09-06,53,False
2020-09-07,61,False
2020-09-08,41,False
2020-09-09,56,False
2020-09-10,54,False
2020-09-11,53,False
2020-09-12,60,False
