date,flu,isPartial
2020-08-02,90,False
2020-08-03,95,False
2020-08-04,76,False
2020-08-05,96,False
2020-08-06,94,False
2020-08-07,100,False
2020-08-08,89,False
2020-08-09,77,False
2020-08-10,86,False
2020-08-11,66,False
2020-08-12,94,False
2020-08-13,82,False
2020-08-14,70,False
2020-08-15,76,False
2020-08-16,72,False
2020-08-17,66,False
2020-08-18,64,False
2020-08-19,60,False
2020-08-20,79,False
2020-08-21,59,False
2020-08-22,64,False
2020-08-23,61,False
2020-08-24,66,False
2020-08-25,51,False
2020-08-26,55,False
2020-08-27,50,False
2020-08-28,51,False
2020-08-29,58,False
2020-08-30,40,False
2020-08-31,57,False
2020-09-01,47,False
