date,flu,isPartial
2020-11-08,100,False
2020-11-09,68,False
2020-11-10,55,False
2020-11-11,53,False
2020-11-12,74,False
2020-11-13,55,False
2020-11-14,59,False
2020-11-15,66,False
2020-11-16,74,False
2020-11-17,65,False
2020-11-18,49,False
2020-11-19,47,False
2020-11-20,60,False
2020-11-21,84,False
2020-11-22,62,False
2020-11-23,60,False
2020-11-24,78,False
2020-11-25,74,False
2020-11-26,54,False
2020-11-27,53,False
2020-11-28,77,False
2020-11-29,55,False
2020-11-30,70,False
2020-12-01,53,False
2020-12-02,47,False
2020-12-03,57,False
2020-12-04,75,False
2020-12-05,54,False
2020-12-06,60,False
2020-12-07,84,False
2020-12-08,50,False
