date,flu,isPartial
2020-11-12,79,False
2020-11-13,0,False
2020-11-14,84,False
2020-11-15,65,False
2020-11-16,85,False
2020-11-17,74,False
2020-11-18,64,False
2020-11-19,58,False
2020-11-20,80,False
2020-11-21,55,False
2020-11-22,79,False
2020-11-23,70,False
2020-11-24,90,False
2020-11-25,70,False
2020-11-26,79,False
2020-11-27,52,False
2020-11-28,80,False
2020-11-29,56,False
2020-11-30,87,False
2020-12-01,100,False
2020-12-02,87,False
2020-12-03,71,False
2020-12-04,73,False
2020-12-05,67,False
2020-12-06,73,False
2020-12-07,79,False
2020-12-08,90,False
2020-12-09,88,False
2020-12-10,68,False
2020-12-11,67,False
2020-12-12,79,False
