date,flu,isPartial
2020-11-04,31,False
2020-11-05,82,False
2020-11-06,62,False
2020-11-07,100,False
2020-11-08,73,False
2020-11-09,76,False
2020-11-10,64,False
2020-11-11,49,False
2020-11-12,67,False
2020-11-13,0,False
2020-11-14,71,False
2020-11-15,54,False
2020-11-16,72,False
2020-11-17,62,False
2020-11-18,54,False
2020-11-19,49,False
2020-11-20,67,False
2020-11-21,46,False
2020-11-22,67,False
2020-11-23,59,False
2020-11-24,76,False
2020-11-25,59,False
2020-11-26,67,False
2020-11-27,44,False
2020-11-28,67,False
2020-11-29,47,False
2020-11-30,74,False
2020-12-01,84,False
2020-12-02,73,False
2020-12-03,60,False
2020-12-04,62,False
