date,flu,isPartial
2020-03-23,100,False
2020-03-24,71,False
2020-03-25,90,False
2020-03-26,78,False
2020-03-27,75,False
2020-03-28,78,False
2020-03-29,71,False
2020-03-30,62,False
2020-03-31,44,False
2020-04-01,45,False
2020-04-02,47,False
2020-04-03,37,False
2020-04-04,46,False
2020-04-05,57,False
2020-04-06,48,False
2020-04-07,43,False
2020-04-08,35,False
2020-04-09,38,False
2020-04-10,58,False
2020-04-11,47,False
2020-04-12,32,False
2020-04-13,42,False
2020-04-14,33,False
2020-04-15,36,False
2020-04-16,26,False
2020-04-17,34,False
2020-04-18,31,False
2020-04-19,38,False
2020-04-20,32,False
2020-04-21,33,False
2020-04-22,30,False
