date,flu,isPartial
2020-12-30,90,False
2020-12-31,89,False
2021-01-01,67,False
2021-01-02,98,False
2021-01-03,81,False
2021-01-04,72,False
2021-01-05,70,False
2021-01-06,72,False
2021-01-07,95,False
2021-01-08,70,False
2021-01-09,71,False
2021-01-10,75,False
2021-01-11,100,False
2021-01-12,79,False
2021-01-13,68,False
2021-01-14,100,False
2021-01-15,73,False
2021-01-16,77,False
2021-01-17,68,False
2021-01-18,91,False
2021-01-19,50,False
2021-01-20,56,False
2021-01-21,75,False
2021-01-22,76,False
2021-01-23,53,False
2021-01-24,74,False
2021-01-25,86,False
2021-01-26,66,False
2021-01-27,90,False
2021-01-28,62,False
2021-01-29,79,False
