date,flu,isPartial
2020-04-07,74,False
2020-04-08,58,False
2020-04-09,56,False
2020-04-10,100,False
2020-04-11,81,False
2020-04-12,60,False
2020-04-13,71,False
2020-04-14,62,False
2020-04-15,63,False
2020-04-16,46,False
2020-04-17,48,False
2020-04-18,56,False
2020-04-19,63,False
2020-04-20,56,False
2020-04-21,58,False
2020-04-22,49,False
2020-04-23,53,False
2020-04-24,53,False
2020-04-25,51,False
2020-04-26,48,False
2020-04-27,39,False
2020-04-28,52,False
2020-04-29,55,False
2020-04-30,58,False
2020-05-01,56,False
2020-05-02,46,False
2020-05-03,48,False
2020-05-04,50,False
2020-05-05,36,False
2020-05-06,31,False
2020-05-07,30,False
