date,flu,isPartial
2020-04-04,78,False
2020-04-05,98,False
2020-04-06,83,False
2020-04-07,74,False
2020-04-08,60,False
2020-04-09,64,False
2020-04-10,100,False
2020-04-11,80,False
2020-04-12,54,False
2020-04-13,72,False
2020-04-14,56,False
2020-04-15,62,False
2020-04-16,45,False
2020-04-17,58,False
2020-04-18,54,False
2020-04-19,65,False
2020-04-20,55,False
2020-04-21,57,False
2020-04-22,51,False
2020-04-23,50,False
2020-04-24,56,False
2020-04-25,53,False
2020-04-26,47,False
2020-04-27,38,False
2020-04-28,60,False
2020-04-29,59,False
2020-04-30,59,False
2020-05-01,55,False
2020-05-02,45,False
2020-05-03,41,False
2020-05-04,47,False
