date,flu,isPartial
2020-10-13,52,False
2020-10-14,76,False
2020-10-15,74,False
2020-10-16,79,False
2020-10-17,43,False
2020-10-18,58,False
2020-10-19,65,False
2020-10-20,43,False
2020-10-21,82,False
2020-10-22,68,False
2020-10-23,62,False
2020-10-24,72,False
2020-10-25,39,False
2020-10-26,53,False
2020-10-27,91,False
2020-10-28,60,False
2020-10-29,66,False
2020-10-30,55,False
2020-10-31,38,False
2020-11-01,64,False
2020-11-02,70,False
2020-11-03,69,False
2020-11-04,36,False
2020-11-05,81,False
2020-11-06,70,False
2020-11-07,100,False
2020-11-08,96,False
2020-11-09,65,False
2020-11-10,53,False
2020-11-11,51,False
2020-11-12,71,False
