date,flu,isPartial
2020-08-12,100,False
2020-08-13,87,False
2020-08-14,74,False
2020-08-15,81,False
2020-08-16,77,False
2020-08-17,71,False
2020-08-18,68,False
2020-08-19,64,False
2020-08-20,85,False
2020-08-21,63,False
2020-08-22,69,False
2020-08-23,66,False
2020-08-24,71,False
2020-08-25,54,False
2020-08-26,58,False
2020-08-27,54,False
2020-08-28,55,False
2020-08-29,62,False
2020-08-30,43,False
2020-08-31,61,False
2020-09-01,50,False
2020-09-02,38,False
2020-09-03,62,False
2020-09-04,50,False
2020-09-05,63,False
2020-09-06,47,False
2020-09-07,53,False
2020-09-08,36,False
2020-09-09,49,False
2020-09-10,47,False
2020-09-11,47,False
