date,flu,isPartial
2020-03-26,99,False
2020-03-27,96,False
2020-03-28,100,False
2020-03-29,91,False
2020-03-30,79,False
2020-03-31,56,False
2020-04-01,58,False
2020-04-02,60,False
2020-04-03,47,False
2020-04-04,58,False
2020-04-05,73,False
2020-04-06,62,False
2020-04-07,55,False
2020-04-08,45,False
2020-04-09,48,False
2020-04-10,75,False
2020-04-11,60,False
2020-04-12,40,False
2020-04-13,54,False
2020-04-14,42,False
2020-04-15,47,False
2020-04-16,33,False
2020-04-17,44,False
2020-04-18,40,False
2020-04-19,48,False
2020-04-20,41,False
2020-04-21,42,False
2020-04-22,38,False
2020-04-23,37,False
2020-04-24,42,False
2020-04-25,40,False
