date,flu,isPartial
2020-12-14,76,False
2020-12-15,66,False
2020-12-16,61,False
2020-12-17,67,False
2020-12-18,92,False
2020-12-19,63,False
2020-12-20,98,False
2020-12-21,56,False
2020-12-22,53,False
2020-12-23,59,False
2020-12-24,49,False
2020-12-25,78,False
2020-12-26,51,False
2020-12-27,89,False
2020-12-28,68,False
2020-12-29,86,False
2020-12-30,95,False
2020-12-31,91,False
2021-01-01,66,False
2021-01-02,82,False
2021-01-03,90,False
2021-01-04,36,False
2021-01-05,72,False
2021-01-06,92,False
2021-01-07,84,False
2021-01-08,76,False
2021-01-09,79,False
2021-01-10,82,False
2021-01-11,97,False
2021-01-12,100,False
2021-01-13,77,False
