date,flu,isPartial
2020-12-15,59,False
2020-12-16,53,False
2020-12-17,59,False
2020-12-18,81,False
2020-12-19,56,False
2020-12-20,87,False
2020-12-21,50,False
2020-12-22,47,False
2020-12-23,52,False
2020-12-24,43,False
2020-12-25,68,False
2020-12-26,45,False
2020-12-27,78,False
2020-12-28,60,False
2020-12-29,76,False
2020-12-30,84,False
2020-12-31,80,False
2021-01-01,59,False
2021-01-02,72,False
2021-01-03,79,False
2021-01-04,31,False
2021-01-05,63,False
2021-01-06,81,False
2021-01-07,74,False
2021-01-08,67,False
2021-01-09,69,False
2021-01-10,73,False
2021-01-11,86,False
2021-01-12,88,False
2021-01-13,68,False
2021-01-14,100,False
