date,flu,isPartial
2020-08-21,89,False
2020-08-22,98,False
2020-08-23,93,False
2020-08-24,100,False
2020-08-25,77,False
2020-08-26,83,False
2020-08-27,76,False
2020-08-28,78,False
2020-08-29,88,False
2020-08-30,61,False
2020-08-31,87,False
2020-09-01,71,False
2020-09-02,54,False
2020-09-03,88,False
2020-09-04,71,False
2020-09-05,89,False
2020-09-06,66,False
2020-09-07,75,False
2020-09-08,51,False
2020-09-09,69,False
2020-09-10,67,False
2020-09-11,66,False
2020-09-12,75,False
2020-09-13,57,False
2020-09-14,63,False
2020-09-15,66,False
2020-09-16,76,False
2020-09-17,75,False
2020-09-18,70,False
2020-09-19,62,False
2020-09-20,50,False
