date,flu,isPartial
2020-10-01,81,False
2020-10-02,59,False
2020-10-03,93,False
2020-10-04,59,False
2020-10-05,66,False
2020-10-06,72,False
2020-10-07,89,False
2020-10-08,52,False
2020-10-09,83,False
2020-10-10,68,False
2020-10-11,59,False
2020-10-12,80,False
2020-10-13,58,False
2020-10-14,84,False
2020-10-15,82,False
2020-10-16,87,False
2020-10-17,47,False
2020-10-18,64,False
2020-10-19,72,False
2020-10-20,48,False
2020-10-21,91,False
2020-10-22,75,False
2020-10-23,69,False
2020-10-24,80,False
2020-10-25,43,False
2020-10-26,58,False
2020-10-27,100,False
2020-10-28,66,False
2020-10-29,72,False
2020-10-30,61,False
2020-10-31,42,False
