date,flu,isPartial
2020-04-01,78,False
2020-04-02,78,False
2020-04-03,67,False
2020-04-04,84,False
2020-04-05,98,False
2020-04-06,87,False
2020-04-07,74,False
2020-04-08,61,False
2020-04-09,63,False
2020-04-10,100,False
2020-04-11,80,False
2020-04-12,60,False
2020-04-13,74,False
2020-04-14,62,False
2020-04-15,64,False
2020-04-16,45,False
2020-04-17,54,False
2020-04-18,55,False
2020-04-19,63,False
2020-04-20,60,False
2020-04-21,52,False
2020-04-22,50,False
2020-04-23,49,False
2020-04-24,51,False
2020-04-25,54,False
2020-04-26,50,False
2020-04-27,40,False
2020-04-28,56,False
2020-04-29,61,False
2020-04-30,54,False
2020-05-01,60,False
