date,flu,isPartial
2020-09-16,100,False
2020-09-17,99,False
2020-09-18,91,False
2020-09-19,82,False
2020-09-20,66,False
2020-09-21,72,False
2020-09-22,79,False
2020-09-23,74,False
2020-09-24,74,False
2020-09-25,83,False
2020-09-26,95,False
2020-09-27,69,False
2020-09-28,93,False
2020-09-29,76,False
2020-09-30,76,False
2020-10-01,77,False
2020-10-02,57,False
2020-10-03,89,False
2020-10-04,57,False
2020-10-05,63,False
2020-10-06,69,False
2020-10-07,86,False
2020-10-08,50,False
2020-10-09,80,False
2020-10-10,65,False
2020-10-11,57,False
2020-10-12,77,False
2020-10-13,56,False
2020-10-14,80,False
2020-10-15,78,False
2020-10-16,84,False
