date,flu,isPartial
2020-03-17,100,False
2020-03-18,77,False
2020-03-19,77,False
2020-03-20,70,False
2020-03-21,67,False
2020-03-22,66,False
2020-03-23,71,False
2020-03-24,53,False
2020-03-25,58,False
2020-03-26,54,False
2020-03-27,53,False
2020-03-28,53,False
2020-03-29,52,False
2020-03-30,45,False
2020-03-31,32,False
2020-04-01,32,False
2020-04-02,32,False
2020-04-03,28,False
2020-04-04,35,False
2020-04-05,41,False
2020-04-06,36,False
2020-04-07,31,False
2020-04-08,25,False
2020-04-09,26,False
2020-04-10,41,False
2020-04-11,33,False
2020-04-12,25,False
2020-04-13,30,False
2020-04-14,26,False
2020-04-15,27,False
2020-04-16,19,False
