date,flu,isPartial
2020-03-21,94,False
2020-03-22,93,False
2020-03-23,100,False
2020-03-24,75,False
2020-03-25,82,False
2020-03-26,77,False
2020-03-27,75,False
2020-03-28,75,False
2020-03-29,74,False
2020-03-30,63,False
2020-03-31,45,False
2020-04-01,45,False
2020-04-02,45,False
2020-04-03,39,False
2020-04-04,49,False
2020-04-05,57,False
2020-04-06,51,False
2020-04-07,43,False
2020-04-08,35,False
2020-04-09,37,False
2020-04-10,58,False
2020-04-11,46,False
2020-04-12,35,False
2020-04-13,43,False
2020-04-14,36,False
2020-04-15,38,False
2020-04-16,27,False
2020-04-17,32,False
2020-04-18,32,False
2020-04-19,37,False
2020-04-20,35,False
