date,flu,isPartial
2020-03-19,100,False
2020-03-20,91,False
2020-03-21,87,False
2020-03-22,86,False
2020-03-23,93,False
2020-03-24,70,False
2020-03-25,76,False
2020-03-26,71,False
2020-03-27,69,False
2020-03-28,70,False
2020-03-29,68,False
2020-03-30,59,False
2020-03-31,42,False
2020-04-01,42,False
2020-04-02,42,False
2020-04-03,36,False
2020-04-04,46,False
2020-04-05,53,False
2020-04-06,47,False
2020-04-07,40,False
2020-04-08,33,False
2020-04-09,34,False
2020-04-10,54,False
2020-04-11,43,False
2020-04-12,33,False
2020-04-13,40,False
2020-04-14,34,False
2020-04-15,35,False
2020-04-16,25,False
2020-04-17,29,False
2020-04-18,30,False
