date,flu,isPartial
2020-05-05,34,False
2020-05-06,29,False
2020-05-07,45,False
2020-05-08,61,False
2020-05-09,32,False
2020-05-10,36,False
2020-05-11,48,False
2020-05-12,42,False
2020-05-13,42,False
2020-05-14,54,False
2020-05-15,46,False
2020-05-16,97,False
2020-05-17,100,False
2020-05-18,93,False
2020-05-19,77,False
2020-05-20,69,False
2020-05-21,66,False
2020-05-22,57,False
2020-05-23,68,False
2020-05-24,48,False
2020-05-25,62,False
2020-05-26,48,False
2020-05-27,52,False
2020-05-28,72,False
2020-05-29,74,False
2020-05-30,71,False
2020-05-31,63,False
2020-06-01,74,False
2020-06-02,63,False
2020-06-03,48,False
2020-06-04,77,False
