date,flu,isPartial
2020-04-15,100,False
2020-04-16,71,False
2020-04-17,84,False
2020-04-18,85,False
2020-04-19,98,False
2020-04-20,93,False
2020-04-21,81,False
2020-04-22,77,False
2020-04-23,76,False
2020-04-24,79,False
2020-04-25,84,False
2020-04-26,78,False
2020-04-27,62,False
2020-04-28,86,False
2020-04-29,94,False
2020-04-30,84,False
2020-05-01,93,False
2020-05-02,69,False
2020-05-03,70,False
2020-05-04,78,False
2020-05-05,47,False
2020-05-06,49,False
2020-05-07,52,False
2020-05-08,71,False
2020-05-09,35,False
2020-05-10,45,False
2020-05-11,67,False
2020-05-12,56,False
2020-05-13,57,False
2020-05-14,60,False
2020-05-15,67,False
